% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'<unknown> best film so far , lively and more disloyal to its source than <unknown> or <unknown> and <unknown> <unknown> cram without a care . the outcome be that increase rarity , a proper <unknown> film ; even the tear be well earn . ',positive
'the lack of dialogue make Shaun The Sheep easy for young child all over the world to understand , and the film be undeniably intend for that demographic . ',positive
'compelling and powerfully act , with just enough wrinkle to avoid the ghost of gangster movie past . Depp \'s appearance might distract some , but it be good to see him back in the groove . ',positive
'under <unknown> sure hand , Blanchett and Mara deliver a love story to melt to . every glance mean something , no strain show : <unknown> filmmak as natural as breathing . ',positive
'a solid piece of filmmak , from subtle beginning to the excessive end . ',positive
'make of crystal and suppress tear , shoot eternally through window and mirror and <unknown> door , Todd Haynes \' Carol be a love story that start at a trickle , swell gradually to a torrent , and finally burst the bank of your heart . a beautiful film in every way , immaculately make , and feature two pristine actress glow across room and tousle bedclothes at each other like beacon of tentative , unspoken hope . ',positive
'Ridley Scott be the Martian be a brainy blockbuster , meld genuine science and fiction into a rare popcorn epic that actually make you feel smarter for watch . ',positive
'<unknown> do n\'t fall apart in its second half , exactly , but it do settle for less than it should . ',positive
'amaze to look at , amaze to listen to , yet just a bit underwhelming to really think about , <unknown> Denis Villeneuve \'s Mexican drug cartel drama be superlatively strong in every conceivable way except story . ',positive
'it be overlong and sanitize but succeed in present an important part of contemporary American culture to a mainstream audience . ',positive
'<unknown> not surprising that <unknown> take the perspective that it do <unknown> you <unknown> cast Cate Blanchett and Robert Redford as Mapes and rather and not expect the film to side with them . ',positive
'spotlight one of the good movie about journalism ever make , at once gripping and accurate . it <unknown> just get the big thing right , such as how news storey evolve , but the small thing , such as what office look like and how staff tend to react to a new boss . ',positive
'this be a sweet , funny , smart , genuine <unknown> movie with simple , timeless message . ',positive
'for those who want to feel like they be @card@ storey up and live in the cloud , Hollywood do its job conjure movie magic with a breathtaking walk to remember . ',positive
'<unknown> an uncommonly bold gambit , expressly design to frustrate people who want to see a strong woman deliver a righteous ass kick . the progressivism here be instead root in futility and despair , which provide much more of a valuable shock to the system . ',positive
'short , sweet , charming and often very funny , Shaun the Sheep Movie have essentially no intelligible dialogue and <unknown> need any . ',positive
'it be one of the most comforting science fiction film in year . ',positive
'<unknown> <unknown> syndrome , this impulse to condense event to hit the high note , to provide fan with recognizable storey , to essentially act as a great hit album , and it sink the second half of an otherwise compelling , funny and extremely entertaining film with a beat all its own . ',positive
'frequently very funny , undeniably aim at young audience , and true to the source material , the Peanuts Movie be too mild-mannered to win over brand new audience , but it be go to please people who be already fond of the underlie property , and it should be a big <unknown> hit for the studio . ',positive
'the Peanuts Movie may be simultaneously the most charming and the most daring experiment in human genetics ever conduct . at issue be whether the character summary and back storey of fictional pop-culture figure can be pass from one generation to the next solely through DNA . ',positive
'<unknown> be market as a sober , straightforward sci-fi drama ( the word <unknown> him <unknown> superimpose on an unsmiling Matt Damon inside a space helmet ) be instead a smart , exhilarate , often disarmingly funny return to classic adventure of yore . ',positive
